payment_id,project_id,installment_no,amount,payment_date,payment_mode,milestone_reached_pct,flagged
PAY-001913,MPLADS-KA-2025-00033,2,24906.31,2025-11-09,DBT,16.4,False
PAY-001914,MPLADS-KA-2025-00033,3,100520.71,2025-12-09,DBT,44.4,False
PAY-001915,MPLADS-KA-2025-00033,4,26103.01,2026-01-23,DBT,57.9,False
PAY-001916,MPLADS-KA-2025-00033,5,16885.63,2026-03-27,DBT,58.5,False
PAY-001917,MPLADS-KA-2025-00033,6,128130.08,2026-06-03,DBT,81.5,False
PAY-001918,MPLADS-GJ-2025-00035,1,411421.01,2026-03-05,DBT,22.0,False
PAY-001919,MPLADS-GJ-2025-00035,2,975642.12,2026-04-22,DBT,78.1,False
PAY-001920,MPLADS-PB-2023-00026,1,364689.68,2023-12-07,DBT,19.8,False
PAY-001921,MPLADS-PB-2023-00026,2,619373.22,2024-02-05,DBT,53.8,False
PAY-001922,MPLADS-PB-2023-00026,3,17631.81,2024-03-19,DBT,60.3,False
PAY-001923,MPLADS-PB-2023-00026,4,291969.56,2024-05-05,DBT,77.5,False
PAY-001924,MPLADS-PB-2023-00026,5,336646.56,2024-07-09,DBT,88.1,False
PAY-001925,MPLADS-PB-2023-00026,6,13874.59,2024-09-12,DBT,100.0,False
PAY-001926,MPLADS-TG-2019-00037,1,1453874.65,2019-09-12,DBT,90.6,False
PAY-001927,MPLADS-HR-2022-00034,1,178756.46,2022-12-28,DBT,11.6,False
PAY-001928,MPLADS-HR-2022-00034,2,580968.05,2023-02-05,DBT,47.6,False
PAY-001929,MPLADS-HR-2022-00034,3,267804.16,2023-04-17,DBT,76.3,False
PAY-001930,MPLADS-KL-2023-00039,1,99034.82,2023-11-29,DBT,24.0,False
PAY-001931,MPLADS-KL-2023-00039,2,97788.24,2024-02-23,DBT,43.8,False
PAY-001932,MPLADS-KL-2023-00039,3,147384.48,2024-05-20,DBT,83.2,False
PAY-001933,MPLADS-KL-2023-00039,4,84878.59,2024-07-24,RTGS,98.2,False
PAY-001934,MPLADS-KA-2025-00034,1,4339753.55,2025-12-02,RTGS,100.0,False
PAY-001935,MPLADS-KA-2025-00034,2,140273.08,2026-02-22,RTGS,100.0,False
PAY-001936,MPLADS-KA-2025-00034,3,1494128.95,2026-03-30,DBT,100.0,False
PAY-001937,MPLADS-JH-2025-00037,1,61703.07,2026-03-23,DBT,2.8,False
PAY-001938,MPLADS-JH-2025-00037,2,789916.18,2026-04-22,CHEQUE,46.4,False
PAY-001939,MPLADS-JH-2025-00037,3,183459.66,2026-07-09,DBT,53.3,False
PAY-001940,MPLADS-AS-2025-00037,1,1151104.9,2026-01-06,DBT,40.2,False
PAY-001941,MPLADS-AS-2025-00037,2,1285418.98,2026-04-03,CHEQUE,86.1,False
PAY-001942,MPLADS-AS-2025-00037,3,423368.93,2026-06-13,DBT,97.4,False
PAY-001943,MPLADS-KA-2020-00035,1,635641.09,2021-02-28,DBT,48.9,False
PAY-001944,MPLADS-KA-2020-00035,2,466878.51,2021-05-18,RTGS,83.4,False
PAY-001945,MPLADS-KA-2020-00035,3,196562.63,2021-07-07,DBT,88.8,False
PAY-001946,MPLADS-RJ-2020-00030,1,334958.55,2020-10-05,DBT,25.1,False
PAY-001947,MPLADS-RJ-2020-00030,2,303283.58,2020-12-14,DBT,53.2,False
PAY-001948,MPLADS-RJ-2020-00030,3,525511.58,2021-01-15,RTGS,92.3,False
PAY-001949,MPLADS-KL-2023-00040,1,1641737.47,2023-09-01,DBT,56.1,False
PAY-001950,MPLADS-KL-2023-00040,2,907764.43,2023-10-01,DBT,84.8,False
PAY-001951,MPLADS-KL-2024-00041,1,71341.54,2025-01-16,DBT,3.1,False
PAY-001952,MPLADS-KL-2024-00041,2,837302.89,2025-03-03,DBT,40.0,False
PAY-001953,MPLADS-KL-2024-00041,3,244961.34,2025-04-19,DBT,51.0,False
PAY-001954,MPLADS-KL-2024-00041,4,382188.8,2025-06-29,DBT,66.0,False
PAY-001955,MPLADS-KL-2024-00041,5,662345.5,2025-08-19,DBT,91.2,False
PAY-001956,MPLADS-HR-2024-00035,1,286102.17,2025-04-21,DBT,19.2,False
PAY-001957,MPLADS-HR-2024-00035,2,427925.76,2025-05-26,DBT,46.9,False
PAY-001958,MPLADS-KA-2025-00036,1,167091.43,2025-09-13,DBT,6.7,False
PAY-001959,MPLADS-KA-2025-00036,2,758576.97,2025-11-30,DBT,36.4,False
PAY-001960,MPLADS-KA-2025-00036,3,354054.02,2026-01-25,DBT,50.8,False
PAY-001961,MPLADS-KA-2025-00036,4,1011805.88,2026-04-02,DBT,82.7,False
PAY-001962,MPLADS-OD-2025-00028,1,280629.6,2026-04-08,DBT,27.8,False
PAY-001963,MPLADS-OD-2025-00028,2,478514.67,2026-06-21,RTGS,68.6,False
PAY-001964,MPLADS-OD-2025-00028,3,225707.93,2026-08-20,DBT,86.1,False
PAY-001965,MPLADS-WB-2024-00037,1,121544.39,2024-08-23,DBT,11.4,False
PAY-001966,MPLADS-WB-2024-00037,2,387094.83,2024-11-19,CHEQUE,50.4,False
PAY-001967,MPLADS-WB-2024-00037,3,100773.12,2024-12-26,DBT,57.0,False
PAY-001968,MPLADS-WB-2024-00037,4,214746.99,2025-02-17,DBT,80.6,False
PAY-001969,MPLADS-WB-2024-00037,5,25982.92,2025-05-13,DBT,93.9,False
PAY-001970,MPLADS-WB-2024-00037,6,100983.44,2025-07-16,DBT,88.0,False
PAY-001971,MPLADS-KL-2020-00042,1,289581.33,2021-01-22,DBT,30.1,False
PAY-001972,MPLADS-KL-2020-00042,2,369147.12,2021-03-18,RTGS,66.3,False
PAY-001973,MPLADS-KL-2020-00042,3,186815.31,2021-05-10,DBT,76.6,False
PAY-001974,MPLADS-KL-2020-00042,4,190276.16,2021-06-30,RTGS,89.5,False
PAY-001975,MPLADS-UP-2025-00034,1,391974.18,2025-10-15,DBT,17.0,False
PAY-001976,MPLADS-UP-2025-00034,2,665433.8,2025-12-02,DBT,54.6,False
PAY-001977,MPLADS-UP-2025-00034,3,458559.72,2026-02-01,DBT,76.9,False
PAY-001978,MPLADS-MP-2023-00030,1,208394.35,2023-11-03,DBT,7.8,False
PAY-001979,MPLADS-MP-2023-00030,2,144932.64,2023-12-29,DBT,15.0,False
PAY-001980,MPLADS-MP-2023-00030,3,2098531.34,2024-03-05,RTGS,99.3,False
PAY-001981,MPLADS-JH-2024-00038,1,236465.89,2024-05-01,DBT,24.4,False
PAY-001982,MPLADS-JH-2024-00038,2,383101.84,2024-05-05,DBT,58.7,False
PAY-001983,MPLADS-PB-2023-00027,1,302836.57,2024-04-11,DBT,6.4,False
PAY-001984,MPLADS-PB-2023-00027,2,1894664.57,2024-05-22,RTGS,53.8,False
PAY-001985,MPLADS-PB-2023-00027,3,425034.61,2024-07-25,DBT,52.9,False
PAY-001986,MPLADS-PB-2023-00027,4,245777.56,2024-10-08,CHEQUE,66.1,False
PAY-001987,MPLADS-PB-2023-00027,5,611482.16,2024-12-06,RTGS,72.2,False
PAY-001988,MPLADS-PB-2023-00027,6,700052.69,2025-02-28,DBT,88.5,False
PAY-001989,MPLADS-KL-2023-00043,1,264190.87,2024-03-14,CHEQUE,12.9,False
PAY-001990,MPLADS-KL-2023-00043,2,1487005.54,2024-05-14,DBT,69.5,False
PAY-001991,MPLADS-KL-2023-00043,3,373277.64,2024-07-15,DBT,91.5,False
PAY-001992,MPLADS-RJ-2024-00031,1,627126.69,2025-04-08,DBT,45.3,False
PAY-001993,MPLADS-RJ-2024-00031,2,577601.51,2025-05-24,RTGS,74.8,False
PAY-001994,MPLADS-RJ-2024-00031,3,142846.6,2025-08-09,CHEQUE,97.5,False
PAY-001995,MPLADS-RJ-2024-00032,1,5389217.34,2024-12-15,DBT,100.0,False
PAY-001996,MPLADS-OD-2024-00029,1,1706259.57,2024-09-10,DBT,86.3,False
PAY-001997,MPLADS-OD-2024-00029,2,181343.63,2024-10-20,DBT,85.9,False
PAY-001998,MPLADS-GJ-2020-00036,1,387580.29,2020-12-13,DBT,23.9,False
PAY-001999,MPLADS-GJ-2020-00036,2,582616.18,2021-02-14,DBT,73.4,False
PAY-002000,MPLADS-GJ-2020-00036,3,166075.96,2021-04-22,DBT,75.6,False
PAY-002001,MPLADS-GJ-2019-00037,1,461852.17,2020-01-07,CHEQUE,34.1,False
PAY-002002,MPLADS-GJ-2019-00037,2,229588.77,2020-04-05,CHEQUE,55.5,False
PAY-002003,MPLADS-GJ-2019-00037,3,105191.83,2020-05-28,DBT,53.6,False
PAY-002004,MPLADS-GJ-2019-00037,4,153015.8,2020-07-20,DBT,71.8,False
PAY-002005,MPLADS-RJ-2022-00033,1,210003.84,2022-12-10,DBT,15.7,False
PAY-002006,MPLADS-RJ-2022-00033,2,63879.56,2023-01-17,DBT,21.0,False
PAY-002007,MPLADS-RJ-2022-00033,3,184940.17,2023-04-13,RTGS,34.0,False
PAY-002008,MPLADS-RJ-2022-00033,4,227879.84,2023-05-27,DBT,53.8,False
PAY-002009,MPLADS-MH-2024-00036,1,21087.61,2024-11-01,RTGS,3.5,False
PAY-002010,MPLADS-MH-2024-00036,2,183511.67,2024-12-18,DBT,32.4,False
PAY-002011,MPLADS-MH-2024-00036,3,31533.24,2025-02-19,DBT,40.0,False
PAY-002012,MPLADS-MH-2024-00036,4,104123.35,2025-04-05,RTGS,58.1,False
PAY-002013,MPLADS-HR-2021-00036,1,19462.94,2022-01-29,DBT,0.9,False
PAY-002014,MPLADS-HR-2021-00036,2,103175.39,2022-04-18,RTGS,5.8,False
PAY-002015,MPLADS-HR-2021-00036,3,12633.09,2022-06-15,DBT,5.7,False
PAY-002016,MPLADS-HR-2021-00036,4,115080.69,2022-08-21,DBT,10.0,False
PAY-002017,MPLADS-HR-2021-00036,5,60252.34,2022-10-07,DBT,15.5,False
PAY-002018,MPLADS-AP-2023-00036,1,607573.5,2024-03-29,DBT,35.9,False
PAY-002019,MPLADS-AP-2023-00036,2,827915.85,2024-05-10,DBT,92.8,False
PAY-002020,MPLADS-MP-2025-00031,1,1428099.36,2025-10-19,CHEQUE,57.3,False
PAY-002021,MPLADS-MP-2025-00031,2,290947.6,2025-11-28,DBT,72.8,False
PAY-002022,MPLADS-OD-2022-00030,1,681374.66,2023-05-01,DBT,23.6,False
PAY-002023,MPLADS-OD-2022-00030,2,805497.83,2023-06-26,DBT,52.5,False
PAY-002024,MPLADS-OD-2022-00030,3,973024.31,2023-07-30,RTGS,100.0,False
PAY-002025,MPLADS-AP-2019-00037,1,2659386.31,2019-11-13,DBT,79.1,False
PAY-002026,MPLADS-AP-2019-00037,2,515332.85,2020-01-29,DBT,83.8,False
PAY-002027,MPLADS-KA-2025-00037,1,1432440.32,2024-04-24,DBT,24.8,False
PAY-002028,MPLADS-KA-2025-00037,2,3110445.55,2024-04-30,DBT,76.9,False
PAY-002029,MPLADS-KL-2022-00044,1,116382.09,2022-12-14,DBT,10.2,False
PAY-002030,MPLADS-KL-2022-00044,2,176810.75,2023-01-23,CHEQUE,25.7,False
PAY-002031,MPLADS-KL-2022-00044,3,166128.97,2023-04-07,DBT,38.4,False
PAY-002032,MPLADS-KL-2022-00044,4,195773.66,2023-05-27,DBT,51.8,False
PAY-002033,MPLADS-KL-2022-00044,5,63740.75,2023-08-20,DBT,55.2,False
PAY-002034,MPLADS-TG-2025-00038,1,331504.02,2026-01-11,DBT,15.9,False
PAY-002035,MPLADS-TG-2025-00038,2,403613.21,2026-03-10,DBT,39.0,False
PAY-002036,MPLADS-TG-2025-00038,3,221247.81,2026-05-03,DBT,45.1,False
PAY-002037,MPLADS-TG-2025-00038,4,413434.51,2026-07-09,RTGS,75.8,False
PAY-002038,MPLADS-TG-2025-00038,5,357691.42,2026-08-30,DBT,98.7,False
PAY-002039,MPLADS-GJ-2021-00038,1,759629.48,2021-12-08,DBT,21.6,False
PAY-002040,MPLADS-GJ-2021-00038,2,400323.25,2022-01-27,DBT,33.1,False
PAY-002041,MPLADS-GJ-2021-00038,3,2415461.23,2022-03-24,DBT,100.0,False
PAY-002042,MPLADS-MP-2022-00032,1,106005.84,2023-02-09,RTGS,18.5,False
PAY-002043,MPLADS-MP-2022-00032,2,150445.16,2023-04-04,DBT,43.5,False
PAY-002044,MPLADS-MP-2022-00032,3,20190.62,2023-06-04,DBT,44.5,False
PAY-002045,MPLADS-MP-2022-00032,4,160228.98,2023-08-26,DBT,72.6,False
PAY-002046,MPLADS-PB-2022-00028,1,82474.23,2022-12-16,DBT,6.8,False
PAY-002047,MPLADS-PB-2022-00028,2,414837.73,2023-01-30,DBT,39.0,False
PAY-002048,MPLADS-OD-2022-00031,1,297510.38,2023-01-03,RTGS,28.0,False
PAY-002049,MPLADS-OD-2022-00031,2,722031.08,2023-03-20,DBT,85.0,False
PAY-002050,MPLADS-UP-2025-00035,1,103477.88,2026-06-18,DBT,9.0,False
PAY-002051,MPLADS-HR-2020-00037,1,124889.54,2021-02-16,DBT,8.5,False
PAY-002052,MPLADS-HR-2020-00037,2,52263.86,2021-04-07,DBT,11.2,False
PAY-002053,MPLADS-HR-2020-00037,3,41637.62,2021-06-09,DBT,14.5,False
PAY-002054,MPLADS-HR-2020-00037,4,56068.26,2021-07-19,CHEQUE,20.4,False
PAY-002055,MPLADS-HR-2020-00037,5,20401.06,2021-09-16,DBT,22.7,False
PAY-002056,MPLADS-TG-2024-00039,1,33998.13,2024-09-05,DBT,6.7,False
PAY-002057,MPLADS-TG-2024-00039,2,66192.19,2024-11-24,DBT,18.2,False
PAY-002058,MPLADS-TG-2024-00039,3,118984.51,2025-02-20,DBT,34.3,False
PAY-002059,MPLADS-TG-2024-00039,4,244139.31,2025-04-26,DBT,78.4,False
PAY-002060,MPLADS-TG-2024-00039,5,57126.18,2025-06-21,DBT,99.5,False
PAY-002061,MPLADS-TG-2024-00039,6,18135.34,2025-09-03,DBT,99.4,False
PAY-002062,MPLADS-WB-2024-00038,1,118546.02,2024-12-06,DBT,6.2,False
PAY-002063,MPLADS-WB-2024-00038,2,205178.95,2025-01-26,DBT,19.0,False
PAY-002064,MPLADS-HR-2019-00038,1,216170.03,2019-11-14,RTGS,6.4,False
PAY-002065,MPLADS-HR-2019-00038,2,184484.17,2019-12-15,DBT,11.0,False
PAY-002066,MPLADS-HR-2019-00038,3,162017.66,2020-02-14,RTGS,16.9,False
PAY-002067,MPLADS-WB-2023-00039,1,768284.32,2023-06-29,DBT,27.9,False
PAY-002068,MPLADS-WB-2023-00039,2,66530.16,2023-09-05,DBT,31.1,False
PAY-002069,MPLADS-WB-2023-00039,3,161548.13,2023-10-17,CHEQUE,32.2,False
PAY-002070,MPLADS-WB-2023-00039,4,773317.74,2023-12-09,DBT,66.0,False
PAY-002071,MPLADS-WB-2023-00039,5,818896.36,2024-02-27,DBT,88.2,False
PAY-002072,MPLADS-BR-2020-00040,1,293637.19,2020-09-05,DBT,23.3,False
PAY-002073,MPLADS-BR-2020-00040,2,154492.67,2020-10-16,RTGS,31.3,False
PAY-002074,MPLADS-BR-2020-00040,3,251839.46,2021-01-09,DBT,46.0,False
PAY-002075,MPLADS-HR-2022-00039,1,234764.92,2023-03-15,DBT,10.1,False
PAY-002076,MPLADS-HR-2022-00039,2,223657.83,2023-05-26,CHEQUE,17.9,False
PAY-002077,MPLADS-HR-2022-00039,3,810193.91,2023-07-03,RTGS,56.7,False
PAY-002078,MPLADS-HR-2022-00039,4,852946.42,2023-08-26,RTGS,88.2,False
PAY-002079,MPLADS-KL-2019-00045,1,933852.15,2019-10-28,DBT,25.0,False
PAY-002080,MPLADS-KL-2019-00045,2,908156.25,2020-01-06,RTGS,43.2,False
PAY-002081,MPLADS-KL-2019-00045,3,98646.99,2020-03-11,DBT,49.8,False
PAY-002082,MPLADS-KL-2019-00045,4,12632698.21,2020-03-14,CHEQUE,32.19354854599981,False
PAY-002083,MPLADS-PB-2025-00029,1,536188.03,2025-12-20,DBT,23.0,False
PAY-002084,MPLADS-PB-2025-00029,2,1010458.86,2026-01-19,DBT,63.7,False
PAY-002085,MPLADS-PB-2025-00029,3,775177.07,2026-03-06,DBT,90.0,False
PAY-002086,MPLADS-UP-2022-00036,1,143802.76,2023-03-29,DBT,11.1,False
PAY-002087,MPLADS-UP-2022-00036,2,398428.55,2023-05-02,DBT,39.2,False
PAY-002088,MPLADS-UP-2022-00036,3,654234.93,2023-06-29,DBT,100.0,False
PAY-002089,MPLADS-GJ-2022-00039,1,893564.33,2022-12-18,DBT,39.6,False
PAY-002090,MPLADS-GJ-2022-00039,2,460870.69,2023-02-20,DBT,55.2,False
PAY-002091,MPLADS-GJ-2022-00039,3,2428425.29,2023-04-08,CHEQUE,100.0,False
PAY-002092,MPLADS-MP-2021-00033,1,248226.81,2022-03-13,DBT,30.1,False
PAY-002093,MPLADS-MP-2021-00033,2,85035.36,2022-05-24,DBT,50.6,False
PAY-002094,MPLADS-MH-2023-00037,1,1458588.48,2023-11-01,DBT,44.5,False
PAY-002095,MPLADS-MH-2023-00037,2,1445115.52,2023-12-22,RTGS,84.6,False
PAY-002096,MPLADS-GJ-2024-00040,1,156702.72,2024-07-19,DBT,16.8,False
PAY-002097,MPLADS-GJ-2024-00040,2,249212.17,2024-08-18,DBT,40.5,False
PAY-002098,MPLADS-GJ-2024-00040,3,137202.16,2024-10-05,DBT,53.6,False
PAY-002099,MPLADS-GJ-2024-00040,4,97209.79,2024-12-19,DBT,64.4,False
PAY-002100,MPLADS-GJ-2024-00040,5,87331.58,2025-01-21,CHEQUE,79.9,False
PAY-002101,MPLADS-GJ-2024-00040,6,212793.44,2025-03-01,CHEQUE,90.8,False
PAY-002102,MPLADS-MH-2024-00038,1,905455.01,2025-05-24,DBT,34.7,False
PAY-002103,MPLADS-MH-2024-00038,2,220267.92,2025-07-16,DBT,41.8,False
PAY-002104,MPLADS-HR-2021-00040,1,234823.27,2021-10-18,DBT,32.8,False
PAY-002105,MPLADS-HR-2021-00040,2,54656.43,2021-11-25,RTGS,43.3,False
PAY-002106,MPLADS-HR-2021-00040,3,141118.63,2022-01-13,DBT,59.8,False
PAY-002107,MPLADS-HR-2021-00040,4,191398.63,2022-03-14,DBT,92.9,False
PAY-002108,MPLADS-CG-2024-00036,1,107579.27,2024-10-23,DBT,16.4,False
PAY-002109,MPLADS-CG-2024-00036,2,502069.79,2024-12-14,DBT,98.4,False
PAY-002110,MPLADS-BR-2025-00041,1,367604.87,2026-01-07,DBT,24.3,False
PAY-002111,MPLADS-BR-2025-00041,2,591463.75,2026-03-18,DBT,74.2,False
PAY-002112,MPLADS-OD-2024-00032,1,922173.57,2024-08-04,RTGS,46.0,False
PAY-002113,MPLADS-WB-2023-00040,1,2220160.17,2023-10-15,RTGS,77.3,False
PAY-002114,MPLADS-WB-2023-00040,2,42330.13,2023-11-25,DBT,72.5,False
PAY-002115,MPLADS-WB-2023-00040,3,743482.41,2023-12-29,DBT,83.8,False
PAY-002116,MPLADS-GJ-2021-00041,1,164496.99,2021-11-23,DBT,9.6,False
PAY-002117,MPLADS-GJ-2021-00041,2,589926.92,2022-02-13,CHEQUE,53.8,False
PAY-002118,MPLADS-GJ-2021-00041,3,293482.81,2022-03-28,RTGS,65.9,False
PAY-002119,MPLADS-GJ-2021-00041,4,181335.03,2022-05-22,DBT,86.6,False
PAY-002120,MPLADS-GJ-2021-00041,5,243390.28,2022-07-06,RTGS,87.0,False
PAY-002121,MPLADS-AP-2023-00038,1,1497752.43,2024-05-19,DBT,56.5,False
PAY-002122,MPLADS-AP-2023-00038,2,363006.25,2024-07-25,DBT,75.1,False
PAY-002123,MPLADS-AP-2023-00038,3,88824.35,2024-08-28,CHEQUE,79.4,False
PAY-002124,MPLADS-GJ-2023-00042,1,102688.06,2024-01-05,DBT,6.0,False
PAY-002125,MPLADS-GJ-2023-00042,2,26126.13,2024-02-27,DBT,9.1,False
PAY-002126,MPLADS-GJ-2023-00042,3,58401.87,2024-05-13,RTGS,13.0,False
PAY-002127,MPLADS-GJ-2023-00042,4,289925.99,2024-06-21,DBT,27.3,False
PAY-002128,MPLADS-UP-2024-00037,1,305229.7,2025-02-10,RTGS,32.5,False
PAY-002129,MPLADS-UP-2024-00037,2,602087.86,2025-03-14,DBT,81.6,False
PAY-002130,MPLADS-WB-2022-00041,1,642633.44,2022-08-17,CHEQUE,41.7,False
PAY-002131,MPLADS-WB-2022-00041,2,644371.28,2022-10-19,DBT,66.9,False
PAY-002132,MPLADS-WB-2022-00041,3,351079.97,2022-11-26,DBT,93.3,False
PAY-002133,MPLADS-RJ-2023-00034,1,292955.56,2024-03-13,DBT,37.7,False
PAY-002134,MPLADS-RJ-2023-00034,2,81331.81,2024-05-11,DBT,50.8,False
PAY-002135,MPLADS-TG-2023-00040,1,415161.61,2023-12-30,DBT,54.3,False
PAY-002136,MPLADS-TG-2023-00040,2,19058.96,2024-03-02,DBT,55.1,False
PAY-002137,MPLADS-TG-2023-00040,3,311040.58,2024-04-08,DBT,87.4,False
PAY-002138,MPLADS-OD-2022-00033,1,37098.08,2022-09-13,RTGS,2.0,False
PAY-002139,MPLADS-OD-2022-00033,2,267730.48,2022-11-08,CHEQUE,16.8,False
PAY-002140,MPLADS-OD-2022-00033,3,248546.8,2023-01-20,RTGS,24.8,False
PAY-002141,MPLADS-OD-2022-00033,4,125358.5,2023-03-20,DBT,34.7,False
PAY-002142,MPLADS-OD-2022-00033,5,65990.87,2023-05-11,DBT,36.7,False
PAY-002143,MPLADS-OD-2022-00033,6,93161.3,2023-07-29,RTGS,37.6,False
PAY-002144,MPLADS-TG-2024-00041,1,223297.92,2025-02-27,RTGS,15.2,False
PAY-002145,MPLADS-TG-2024-00041,2,400317.68,2025-04-26,DBT,43.1,False
PAY-002146,MPLADS-TG-2024-00041,3,551394.83,2025-05-27,RTGS,77.0,False
PAY-002147,MPLADS-TN-2022-00030,1,1817065.07,2023-02-04,DBT,58.2,False
PAY-002148,MPLADS-TN-2022-00030,2,1121955.53,2023-03-13,DBT,100.0,False
PAY-002149,MPLADS-RJ-2025-00035,1,741317.56,2025-12-30,DBT,67.3,False
PAY-002150,MPLADS-KL-2025-00046,1,1683273.78,2026-03-18,DBT,45.6,False
PAY-002151,MPLADS-KL-2025-00046,2,302343.9,2026-05-07,DBT,58.3,False
PAY-002152,MPLADS-BR-2024-00042,1,738475.08,2025-02-13,RTGS,32.9,False
PAY-002153,MPLADS-BR-2024-00042,2,209101.34,2025-04-09,DBT,41.9,False
PAY-002154,MPLADS-BR-2024-00042,3,73104.88,2025-05-25,RTGS,43.5,False
PAY-002155,MPLADS-BR-2024-00042,4,293403.4,2025-08-02,DBT,65.2,False
PAY-002156,MPLADS-BR-2024-00042,5,332171.01,2025-09-06,DBT,87.1,False
PAY-002157,MPLADS-RJ-2024-00036,1,775255.82,2024-10-17,DBT,19.9,False
PAY-002158,MPLADS-RJ-2024-00036,2,734505.5,2024-12-11,DBT,36.4,False
PAY-002159,MPLADS-RJ-2024-00036,3,1271011.81,2025-02-11,DBT,71.5,False
PAY-002160,MPLADS-GJ-2021-00043,1,2654241.03,2021-11-12,DBT,100.0,False
PAY-002161,MPLADS-OD-2025-00034,1,487716.08,2026-04-08,RTGS,49.2,False
PAY-002162,MPLADS-OD-2025-00034,2,587654.22,2026-06-26,CHEQUE,99.0,False
PAY-002163,MPLADS-MH-2025-00039,1,148681.89,2024-04-28,DBT,9.9,False
PAY-002164,MPLADS-MH-2025-00039,2,44110.26,2024-05-11,DBT,13.1,False
PAY-002165,MPLADS-MH-2025-00039,3,1100834.64,2024-05-16,DBT,95.2,False
PAY-002166,MPLADS-UP-2023-00038,1,726732.51,2024-02-27,DBT,91.6,False
PAY-002167,MPLADS-GJ-2021-00044,1,1298640.49,2021-11-10,DBT,90.1,False
PAY-002168,MPLADS-GJ-2021-00044,2,106010.66,2022-01-05,RTGS,86.3,False
PAY-002169,MPLADS-MP-2022-00034,1,1984810.58,2022-08-24,DBT,82.2,False
PAY-002170,MPLADS-MP-2022-00034,2,582097.33,2022-11-13,DBT,100.0,False
PAY-002171,MPLADS-AS-2019-00038,1,79584.08,2019-09-18,DBT,9.4,False
PAY-002172,MPLADS-AS-2019-00038,2,153577.8,2019-11-30,CHEQUE,26.8,False
PAY-002173,MPLADS-AS-2019-00038,3,98460.31,2020-01-18,DBT,39.0,False
PAY-002174,MPLADS-AS-2019-00038,4,114289.24,2020-03-01,DBT,51.7,False
PAY-002175,MPLADS-UP-2024-00039,1,197893.44,2025-02-13,DBT,8.9,False
PAY-002176,MPLADS-UP-2024-00039,2,1773834.97,2025-02-17,DBT,42.96950559578947,False
PAY-002177,MPLADS-UP-2024-00039,3,72005.23,2025-04-04,DBT,82.7,False
PAY-002178,MPLADS-KL-2019-00047,1,2897993.25,2019-11-12,DBT,94.0,False
PAY-002179,MPLADS-HR-2024-00041,1,1501644.6,2024-12-01,RTGS,38.3,False
PAY-002180,MPLADS-HR-2024-00041,2,842696.5,2025-01-03,DBT,52.7,False
PAY-002181,MPLADS-HR-2024-00041,3,1827057.69,2025-03-24,DBT,94.2,False
PAY-002182,MPLADS-GJ-2022-00045,1,178574.82,2023-01-06,DBT,3.2,False
PAY-002183,MPLADS-GJ-2022-00045,2,428196.18,2023-03-02,DBT,13.6,False
PAY-002184,MPLADS-RJ-2023-00037,1,531936.11,2023-11-17,CHEQUE,86.4,False
PAY-002185,MPLADS-RJ-2023-00037,2,71138.33,2024-01-11,DBT,88.6,False
PAY-002186,MPLADS-RJ-2023-00037,3,118386.62,2024-03-16,DBT,93.0,False
PAY-002187,MPLADS-RJ-2023-00037,4,289875.64,2024-06-09,DBT,100.0,False
PAY-002188,MPLADS-AP-2023-00039,1,189558.67,2024-04-18,DBT,14.4,False
PAY-002189,MPLADS-AP-2023-00039,2,199435.22,2024-05-18,DBT,28.3,False
PAY-002190,MPLADS-AP-2023-00039,3,222769.95,2024-06-27,DBT,44.0,False
PAY-002191,MPLADS-AP-2023-00039,4,207168.06,2024-08-13,RTGS,58.2,False
PAY-002192,MPLADS-AP-2023-00039,5,206776.63,2024-09-13,DBT,73.7,False
PAY-002193,MPLADS-AP-2023-00039,6,219173.89,2024-10-26,DBT,85.6,False
PAY-002194,MPLADS-AP-2023-00039,7,215663.67,2024-12-06,CHEQUE,100.0,False
PAY-002195,MPLADS-MH-2024-00040,1,330996.97,2025-01-20,RTGS,25.1,False
PAY-002196,MPLADS-MH-2024-00040,2,411122.54,2025-04-11,CHEQUE,56.5,False
PAY-002197,MPLADS-MH-2024-00040,3,655914.07,2025-06-03,DBT,90.5,False
PAY-002198,MPLADS-AP-2025-00040,1,667323.98,2025-09-19,RTGS,27.2,False
PAY-002199,MPLADS-AP-2025-00040,2,357302.35,2025-12-04,DBT,40.4,False
PAY-002200,MPLADS-AP-2025-00040,3,284582.15,2026-01-03,RTGS,49.2,False
PAY-002201,MPLADS-AP-2025-00040,4,431376.28,2026-02-22,DBT,64.7,False
PAY-002202,MPLADS-AP-2025-00040,5,28086.17,2026-03-25,DBT,59.9,False
PAY-002203,MPLADS-AP-2025-00040,6,707137.74,2026-06-11,DBT,94.0,False
PAY-002204,MPLADS-PB-2022-00030,1,150122.11,2023-02-27,DBT,6.8,False
PAY-002205,MPLADS-PB-2022-00030,2,237591.65,2023-05-19,DBT,18.7,False
PAY-002206,MPLADS-PB-2022-00030,3,424378.4,2023-07-29,DBT,36.1,False
PAY-002207,MPLADS-PB-2022-00030,4,49704.44,2023-10-14,DBT,38.8,False
PAY-002208,MPLADS-PB-2025-00031,1,1950180.61,2026-04-12,DBT,41.2,False
PAY-002209,MPLADS-PB-2025-00031,2,943377.94,2026-05-19,DBT,53.6,False
PAY-002210,MPLADS-PB-2025-00031,3,984616.0,2026-08-07,DBT,71.7,False
