mp_id,name,house,state,constituency,party,term_start,term_end
MP-PB-003,Er. Anil Rao,NOMINATED,Punjab,,Jan Kalyan Party,2019-06-01,2024-05-31
MP-PB-004,Shri Ramesh Naidu,LOK_SABHA,Punjab,Patiala,Bharat Nirman Morcha,2024-06-01,2029-05-31
MP-PB-005,Er. Anita Iyer,LOK_SABHA,Punjab,Patiala,Rashtriya Vikas Dal,2019-06-01,2024-05-31
MP-PB-006,Dr. Ashok Mehta,RAJYA_SABHA,Punjab,,Loktantrik Ekta Party,2019-06-01,2024-05-31
MP-PB-007,Smt. Anita Khan,LOK_SABHA,Punjab,Jalandhar,Jan Kalyan Party,2019-06-01,2024-05-31
MP-PB-008,Smt. Ramesh Pillai,LOK_SABHA,Punjab,Patiala,Rashtriya Vikas Dal,2019-06-01,2024-05-31
MP-PB-009,Dr. Naveen Khan,LOK_SABHA,Punjab,Patiala,Jan Kalyan Party,2024-06-01,2029-05-31
MP-PB-010,Smt. Mahesh Thakur,LOK_SABHA,Punjab,Amritsar,Rashtriya Vikas Dal,2019-06-01,2024-05-31
MP-PB-011,Shri Imran Rao,LOK_SABHA,Punjab,Patiala,Independent,2024-06-01,2029-05-31
MP-PB-012,Shri Naveen Menon,LOK_SABHA,Punjab,Jalandhar,Independent,2024-06-01,2029-05-31
MP-PB-013,Shri Bharti Shaikh,LOK_SABHA,Punjab,Amritsar,Loktantrik Ekta Party,2019-06-01,2024-05-31
MP-HR-001,Smt. Mahesh Gupta,RAJYA_SABHA,Haryana,,Independent,2024-06-01,2029-05-31
MP-HR-002,Shri Meena Naidu,LOK_SABHA,Haryana,Karnal,Loktantrik Ekta Party,2024-06-01,2029-05-31
MP-HR-003,Er. Bharti Shaikh,LOK_SABHA,Haryana,Karnal,Jan Kalyan Party,2019-06-01,2024-05-31
MP-HR-004,Shri Ayesha Rao,LOK_SABHA,Haryana,Faridabad,Pragatishil Manch,2019-06-01,2024-05-31
MP-HR-005,Smt. Pooja Verma,LOK_SABHA,Haryana,Karnal,Pragatishil Manch,2024-06-01,2029-05-31
MP-HR-006,Smt. Ramesh Shaikh,LOK_SABHA,Haryana,Gurugram,Independent,2024-06-01,2029-05-31
MP-HR-007,Shri Mahesh Rao,LOK_SABHA,Haryana,Karnal,Loktantrik Ekta Party,2024-06-01,2029-05-31
MP-HR-008,Shri Manoj Thakur,LOK_SABHA,Haryana,Gurugram,Rashtriya Vikas Dal,2019-06-01,2024-05-31
MP-HR-009,Er. Usha Rao,RAJYA_SABHA,Haryana,,Jan Kalyan Party,2019-06-01,2024-05-31
MP-HR-010,Er. Sanjay Sharma,LOK_SABHA,Haryana,Faridabad,Loktantrik Ekta Party,2024-06-01,2029-05-31
MP-HR-011,Dr. Naveen Patil,NOMINATED,Haryana,,Jan Kalyan Party,2019-06-01,2024-05-31
MP-HR-012,Shri Farhan Pillai,LOK_SABHA,Haryana,Karnal,Loktantrik Ekta Party,2019-06-01,2024-05-31
MP-HR-013,Dr. Ramesh Reddy,LOK_SABHA,Haryana,Faridabad,Bharat Nirman Morcha,2019-06-01,2024-05-31
MP-HR-014,Er. Rajesh Shaikh,RAJYA_SABHA,Haryana,,Pragatishil Manch,2019-06-01,2024-05-31
MP-HR-015,Dr. Anita Chauhan,RAJYA_SABHA,Haryana,,Pragatishil Manch,2024-06-01,2029-05-31
MP-OD-001,Shri Arun Rao,LOK_SABHA,Odisha,Puri,Bharat Nirman Morcha,2024-06-01,2029-05-31
MP-OD-002,Er. Farhan Sharma,RAJYA_SABHA,Odisha,,Pragatishil Manch,2024-06-01,2029-05-31
MP-OD-003,Er. Ashok Nair,LOK_SABHA,Odisha,Bhubaneswar,Bharat Nirman Morcha,2024-06-01,2029-05-31
MP-OD-004,Shri Shalini Verma,LOK_SABHA,Odisha,Sambalpur,Loktantrik Ekta Party,2019-06-01,2024-05-31
MP-OD-005,Er. Ravindra Desai,LOK_SABHA,Odisha,Bhubaneswar,Loktantrik Ekta Party,2024-06-01,2029-05-31
MP-OD-006,Dr. Ayesha Pandey,RAJYA_SABHA,Odisha,,Loktantrik Ekta Party,2019-06-01,2024-05-31
MP-OD-007,Er. Anita Choudhary,RAJYA_SABHA,Odisha,,Loktantrik Ekta Party,2024-06-01,2029-05-31
MP-OD-008,Smt. Shalini Desai,RAJYA_SABHA,Odisha,,Independent,2024-06-01,2029-05-31
MP-OD-009,Shri Kiran Pillai,LOK_SABHA,Odisha,Cuttack,Jan Kalyan Party,2024-06-01,2029-05-31
MP-OD-010,Shri Vikram Pillai,LOK_SABHA,Odisha,Puri,Independent,2024-06-01,2029-05-31
MP-OD-011,Er. Geeta Shaikh,LOK_SABHA,Odisha,Bhubaneswar,Loktantrik Ekta Party,2024-06-01,2029-05-31
MP-OD-012,Shri Ashok Yadav,LOK_SABHA,Odisha,Cuttack,Rashtriya Vikas Dal,2024-06-01,2029-05-31
MP-OD-013,Smt. Anil Thakur,LOK_SABHA,Odisha,Sambalpur,Pragatishil Manch,2024-06-01,2029-05-31
MP-OD-014,Er. Ramesh Khan,LOK_SABHA,Odisha,Sambalpur,Rashtriya Vikas Dal,2019-06-01,2024-05-31
MP-OD-015,Smt. Ashok Yadav,RAJYA_SABHA,Odisha,,Bharat Nirman Morcha,2019-06-01,2024-05-31
MP-OD-016,Dr. Arun Thakur,LOK_SABHA,Odisha,Bhubaneswar,Loktantrik Ekta Party,2024-06-01,2029-05-31
MP-OD-017,Shri Prakash Kulkarni,LOK_SABHA,Odisha,Puri,Bharat Nirman Morcha,2024-06-01,2029-05-31
MP-OD-018,Er. Bharti Gupta,RAJYA_SABHA,Odisha,,Loktantrik Ekta Party,2024-06-01,2029-05-31
MP-OD-019,Smt. Mahesh Naidu,LOK_SABHA,Odisha,Cuttack,Rashtriya Vikas Dal,2019-06-01,2024-05-31
MP-OD-020,Er. Bharti Sharma,LOK_SABHA,Odisha,Puri,Jan Kalyan Party,2024-06-01,2029-05-31
MP-OD-021,Smt. Ashok Gupta,LOK_SABHA,Odisha,Puri,Rashtriya Vikas Dal,2024-06-01,2029-05-31
MP-OD-022,Smt. Usha Kulkarni,LOK_SABHA,Odisha,Sambalpur,Independent,2019-06-01,2024-05-31
MP-OD-023,Er. Sanjay Sharma,LOK_SABHA,Odisha,Bhubaneswar,Jan Kalyan Party,2019-06-01,2024-05-31
MP-OD-024,Er. Vikram Yadav,RAJYA_SABHA,Odisha,,Pragatishil Manch,2019-06-01,2024-05-31
MP-AS-001,Shri Imran Nair,LOK_SABHA,Assam,Silchar,Rashtriya Vikas Dal,2024-06-01,2029-05-31
MP-AS-002,Smt. Prakash Reddy,LOK_SABHA,Assam,Guwahati,Jan Kalyan Party,2019-06-01,2024-05-31
MP-AS-003,Shri Rekha Singh,RAJYA_SABHA,Assam,,Rashtriya Vikas Dal,2024-06-01,2029-05-31
MP-AS-004,Er. Usha Desai,LOK_SABHA,Assam,Silchar,Rashtriya Vikas Dal,2019-06-01,2024-05-31
MP-AS-005,Er. Pooja Patil,LOK_SABHA,Assam,Silchar,Independent,2019-06-01,2024-05-31
MP-AS-006,Dr. Nisha Shaikh,LOK_SABHA,Assam,Silchar,Bharat Nirman Morcha,2024-06-01,2029-05-31
MP-AS-007,Dr. Ramesh Rao,LOK_SABHA,Assam,Jorhat,Independent,2024-06-01,2029-05-31
MP-AS-008,Smt. Kavita Bhat,LOK_SABHA,Assam,Guwahati,Bharat Nirman Morcha,2019-06-01,2024-05-31
MP-AS-009,Smt. Kiran Gupta,LOK_SABHA,Assam,Silchar,Pragatishil Manch,2024-06-01,2029-05-31
MP-AS-010,Er. Rekha Bhat,LOK_SABHA,Assam,Dibrugarh,Rashtriya Vikas Dal,2024-06-01,2029-05-31
MP-AS-011,Dr. Meena Joshi,LOK_SABHA,Assam,Jorhat,Rashtriya Vikas Dal,2024-06-01,2029-05-31
MP-AS-012,Shri Seema Yadav,LOK_SABHA,Assam,Dibrugarh,Independent,2019-06-01,2024-05-31
MP-AS-013,Shri Kavita Pandey,LOK_SABHA,Assam,Jorhat,Pragatishil Manch,2019-06-01,2024-05-31
MP-AS-014,Smt. Farhan Shaikh,LOK_SABHA,Assam,Jorhat,Independent,2024-06-01,2029-05-31
MP-AS-015,Shri Lata Reddy,LOK_SABHA,Assam,Guwahati,Pragatishil Manch,2024-06-01,2029-05-31
MP-AS-016,Er. Ravindra Choudhary,LOK_SABHA,Assam,Silchar,Independent,2019-06-01,2024-05-31
MP-AS-017,Dr. Usha Joshi,LOK_SABHA,Assam,Jorhat,Rashtriya Vikas Dal,2019-06-01,2024-05-31
MP-AS-018,Dr. Arun Menon,LOK_SABHA,Assam,Silchar,Bharat Nirman Morcha,2024-06-01,2029-05-31
MP-AS-019,Smt. Farhan Shaikh,LOK_SABHA,Assam,Jorhat,Independent,2019-06-01,2024-05-31
MP-JH-001,Er. Lata Pillai,RAJYA_SABHA,Jharkhand,,Rashtriya Vikas Dal,2019-06-01,2024-05-31
MP-JH-002,Dr. Bharti Choudhary,RAJYA_SABHA,Jharkhand,,Pragatishil Manch,2024-06-01,2029-05-31
MP-JH-003,Shri Manoj Patil,LOK_SABHA,Jharkhand,Dhanbad,Jan Kalyan Party,2024-06-01,2029-05-31
MP-JH-004,Dr. Ashok Bhat,LOK_SABHA,Jharkhand,Dhanbad,Bharat Nirman Morcha,2019-06-01,2024-05-31
MP-JH-005,Er. Bharti Choudhary,LOK_SABHA,Jharkhand,Dhanbad,Bharat Nirman Morcha,2019-06-01,2024-05-31
MP-JH-006,Smt. Rekha Pillai,LOK_SABHA,Jharkhand,Ranchi,Rashtriya Vikas Dal,2024-06-01,2029-05-31
MP-JH-007,Smt. Naveen Bhat,LOK_SABHA,Jharkhand,Jamshedpur,Jan Kalyan Party,2019-06-01,2024-05-31
MP-JH-008,Smt. Bharti Mehta,LOK_SABHA,Jharkhand,Bokaro,Rashtriya Vikas Dal,2019-06-01,2024-05-31
MP-JH-009,Smt. Ravindra Chauhan,RAJYA_SABHA,Jharkhand,,Pragatishil Manch,2024-06-01,2029-05-31
MP-CG-001,Er. Deepak Reddy,RAJYA_SABHA,Chhattisgarh,,Jan Kalyan Party,2019-06-01,2024-05-31
MP-CG-002,Dr. Nisha Bhat,LOK_SABHA,Chhattisgarh,Durg,Jan Kalyan Party,2019-06-01,2024-05-31
MP-CG-003,Smt. Sanjay Gupta,NOMINATED,Chhattisgarh,,Rashtriya Vikas Dal,2024-06-01,2029-05-31
MP-CG-004,Shri Ashok Bhat,LOK_SABHA,Chhattisgarh,Korba,Pragatishil Manch,2019-06-01,2024-05-31
MP-CG-005,Dr. Ramesh Nair,LOK_SABHA,Chhattisgarh,Bilaspur,Independent,2024-06-01,2029-05-31
MP-CG-006,Shri Geeta Joshi,LOK_SABHA,Chhattisgarh,Durg,Pragatishil Manch,2024-06-01,2029-05-31
MP-CG-007,Shri Kiran Yadav,LOK_SABHA,Chhattisgarh,Durg,Loktantrik Ekta Party,2019-06-01,2024-05-31
MP-CG-008,Shri Pooja Iyer,LOK_SABHA,Chhattisgarh,Raipur,Loktantrik Ekta Party,2024-06-01,2029-05-31
MP-CG-009,Shri Arun Shaikh,LOK_SABHA,Chhattisgarh,Raipur,Pragatishil Manch,2024-06-01,2029-05-31
MP-CG-010,Smt. Mahesh Singh,LOK_SABHA,Chhattisgarh,Korba,Jan Kalyan Party,2024-06-01,2029-05-31
MP-CG-011,Smt. Nisha Sharma,LOK_SABHA,Chhattisgarh,Durg,Independent,2024-06-01,2029-05-31
MP-CG-012,Shri Nisha Thakur,LOK_SABHA,Chhattisgarh,Korba,Jan Kalyan Party,2024-06-01,2029-05-31
MP-CG-013,Dr. Manoj Mehta,LOK_SABHA,Chhattisgarh,Raipur,Loktantrik Ekta Party,2024-06-01,2029-05-31
MP-CG-014,Dr. Seema Nair,RAJYA_SABHA,Chhattisgarh,,Independent,2019-06-01,2024-05-31
MP-CG-015,Dr. Arun Kulkarni,LOK_SABHA,Chhattisgarh,Korba,Independent,2019-06-01,2024-05-31
